ID,risk_flag,Income,Age,Experience,Married/Single,House_Ownership,Car_Ownership,Profession,CITY,STATE,CURRENT_JOB_YRS,CURRENT_HOUSE_YRS
7737,0,3752757,34,2,single,rented,no,Dentist,Muzaffarpur,Bihar,2,13
7738,0,8368330,21,20,single,rented,yes,Surveyor,Durg,Chhattisgarh,5,14
7739,0,3356017,52,0,single,rented,yes,Civil servant,Etawah,Uttar Pradesh,0,14
7740,0,1692032,78,14,single,rented,no,Surveyor,Bidhannagar,West Bengal,12,13
7741,1,771891,50,0,single,rented,no,Army officer,Silchar,Assam,0,13
7742,0,8639080,67,14,single,rented,no,Drafter,Tenali,Andhra Pradesh,7,14
7743,0,5178562,28,9,single,rented,no,Magistrate,Bulandshahr,Uttar Pradesh,9,12
7744,0,1688289,75,17,single,owned,no,Psychologist,Rohtak,Haryana,13,14
7745,0,3466926,54,18,married,norent_noown,no,Technician,Anand,Gujarat,7,12
7746,0,444242,77,11,married,rented,no,Dentist,Dibrugarh,Assam,8,12
7747,0,6777059,76,8,single,rented,no,Surgeon,Gandhidham,Gujarat,8,11
7748,0,1655968,46,12,single,rented,no,Chartered Accountant,Kanpur,Uttar Pradesh,8,10
7749,1,5325554,48,7,married,rented,no,Librarian,Jamalpur[36],Bihar,4,12
7750,1,1934708,74,13,single,rented,no,Hotel Manager,Bareilly,Uttar Pradesh,3,11
7751,0,8663784,42,9,single,rented,no,Architect,Satara,Maharashtra,9,10
7752,0,1192674,43,13,single,rented,no,Biomedical Engineer,Howrah,West Bengal,8,14
7753,0,9768584,52,14,married,rented,yes,Magistrate,Barasat,West Bengal,11,10
7754,0,2608473,77,20,single,rented,no,Dentist,Muzaffarnagar,Uttar Pradesh,6,13
7755,1,5792307,24,9,single,rented,yes,Magistrate,Chandigarh_city,Chandigarh,8,13
7756,0,9345456,35,12,married,rented,yes,Civil servant,Pallavaram,Tamil Nadu,7,10
7757,0,1877926,52,16,single,rented,no,Fashion Designer,Bhiwani,Haryana,14,13
7758,0,4373442,46,1,single,rented,no,Police officer,Alappuzha,Kerala,1,10
7759,0,8803601,78,4,single,rented,no,Statistician,Bijapur,Karnataka,4,11
7760,0,4739684,34,18,single,rented,no,Physician,Bulandshahr,Uttar Pradesh,10,13
7761,0,1359452,59,5,married,rented,no,Financial Analyst,Kota[6],Rajasthan,5,14
7762,1,8817640,34,5,single,rented,no,Petroleum Engineer,Ongole,Andhra Pradesh,5,13
7763,0,1762916,68,16,single,rented,no,Geologist,Tinsukia,Assam,5,13
7764,0,9734841,78,12,single,owned,no,Artist,Panihati,West Bengal,4,14
7765,0,2421226,49,19,single,rented,yes,Analyst,Rajkot,Gujarat,9,10
7766,0,9282657,57,17,single,rented,no,Web designer,Sonipat,Haryana,3,14
7767,0,3372200,32,11,married,rented,no,Flight attendant,Navi Mumbai,Maharashtra,4,12
7768,1,4066365,56,13,single,rented,no,Secretary,Bhilai,Chhattisgarh,7,14
7769,0,8331889,63,0,single,rented,no,Industrial Engineer,Noida,Uttar Pradesh,0,11
7770,1,532746,78,18,married,rented,yes,Petroleum Engineer,Haridwar,Uttarakhand,10,12
7771,0,2207354,75,13,married,rented,no,Web designer,Bhubaneswar,Odisha,8,14
7772,0,5768112,52,3,single,owned,no,Physician,Karawal Nagar,Delhi,3,11
7773,1,83225,32,16,single,rented,no,Civil servant,Madhyamgram,West Bengal,14,10
7774,1,3952093,57,7,single,rented,no,Police officer,Muzaffarnagar,Uttar Pradesh,7,10
7775,0,6359903,61,3,single,rented,yes,Consultant,Sambhal,Uttar Pradesh,3,12
7776,0,2737514,58,14,single,rented,no,Technician,Visakhapatnam[4],Andhra Pradesh,13,10
7777,1,9772105,29,12,single,rented,no,Aviator,Nagercoil,Tamil Nadu,8,14
7778,0,8902611,23,13,single,rented,no,Architect,Singrauli,Madhya Pradesh,6,12
7779,0,7761009,38,3,single,rented,no,Mechanical engineer,Korba,Chhattisgarh,3,12
7780,0,6196897,25,3,single,rented,no,Flight attendant,Bhilai,Chhattisgarh,3,12
7781,1,7477502,28,14,single,rented,no,Chartered Accountant,Ranchi,Jharkhand,11,10
7782,0,6107468,21,16,single,rented,no,Secretary,Nadiad,Gujarat,13,14
7783,0,1424842,28,3,single,rented,yes,Scientist,Guntakal,Andhra Pradesh,3,11
7784,0,3685843,77,15,single,norent_noown,no,Computer hardware engineer,Bareilly,Uttar Pradesh,8,13
7785,0,4110754,36,4,single,rented,no,Petroleum Engineer,Ambattur,Tamil Nadu,4,13
7786,0,7325190,57,20,single,rented,no,Aviator,Madanapalle,Andhra Pradesh,13,13
7787,0,2605748,70,10,single,rented,yes,Dentist,Panvel,Maharashtra,3,14
7788,0,7743419,71,15,single,rented,no,Scientist,Nangloi Jat,Delhi,14,14
7789,0,7181606,57,6,single,rented,no,Psychologist,Panihati,West Bengal,6,11
7790,0,1864741,63,15,single,rented,yes,Police officer,Muzaffarpur,Bihar,9,12
7791,0,7098273,67,10,single,rented,no,Chartered Accountant,Eluru[25],Andhra Pradesh,3,12
7792,0,7362151,65,4,single,rented,no,Magistrate,Gurgaon,Haryana,3,11
7793,0,8355348,63,9,single,rented,yes,Drafter,Etawah,Uttar Pradesh,5,14
7794,0,6878862,67,11,single,rented,no,Financial Analyst,Thrissur,Kerala,8,11
7795,0,7261695,72,7,single,rented,no,Lawyer,Thoothukudi,Tamil Nadu,7,14
7796,0,1872336,28,3,single,rented,yes,Industrial Engineer,Satna,Madhya Pradesh,3,12
7797,0,7152974,56,5,married,rented,no,Biomedical Engineer,Bellary,Karnataka,5,12
7798,0,1200485,63,16,single,owned,no,Industrial Engineer,Gurgaon,Haryana,4,14
7799,0,519314,35,19,married,rented,no,Drafter,Haldia,West Bengal,5,11
7800,0,5613620,35,12,single,rented,no,Financial Analyst,Bangalore,Karnataka,3,12
7801,0,8623995,23,4,single,rented,yes,Librarian,Katihar,Bihar,4,12
7802,1,5850440,68,20,married,rented,no,Physician,Aurangabad[39],Bihar,11,12
7803,0,8888670,23,5,single,rented,no,Physician,Jamnagar,Gujarat,5,12
7804,0,1078962,34,16,single,rented,yes,Fashion Designer,Jhansi,Uttar Pradesh,11,11
7805,0,8136627,25,19,single,rented,no,Computer operator,Nandyal,Andhra Pradesh,8,14
7806,0,673616,30,20,married,rented,yes,Financial Analyst,North Dumdum,West Bengal,7,10
7807,0,8520822,72,7,single,rented,yes,Police officer,Kishanganj[35],Bihar,7,11
7808,0,9936818,79,6,single,rented,no,Police officer,Farrukhabad,Uttar Pradesh,6,13
7809,0,415771,77,10,single,rented,no,Scientist,Muzaffarpur,Bihar,10,12
7810,0,9482746,68,10,single,rented,no,Physician,Indore,Madhya Pradesh,6,11
7811,0,1314166,58,17,single,rented,no,Chartered Accountant,Alappuzha,Kerala,10,10
7812,0,2044382,50,20,married,rented,no,Psychologist,Hosur,Tamil Nadu,4,11
7813,0,4803487,63,13,single,rented,yes,Petroleum Engineer,Burhanpur,Madhya Pradesh,12,13
7814,0,6195504,70,20,single,rented,yes,Software Developer,Cuttack,Odisha,10,10
7815,0,6467565,26,0,single,rented,no,Web designer,Saharanpur,Uttar Pradesh,0,12
7816,0,7668542,25,6,single,rented,no,Computer operator,Katihar,Bihar,4,14
7817,0,4489950,48,13,single,rented,yes,Economist,Gudivada,Andhra Pradesh,13,10
7818,0,3167636,43,10,single,rented,no,Technical writer,Kirari Suleman Nagar,Delhi,10,10
7819,0,2923808,62,0,single,rented,no,Air traffic controller,Medininagar,Jharkhand,0,10
7820,1,1871076,52,18,single,rented,no,Artist,Bettiah[33],Bihar,3,10
7821,1,9373401,21,19,single,rented,no,Computer hardware engineer,Dewas,Madhya Pradesh,7,12
7822,0,6798278,67,15,single,rented,no,Designer,Latur,Maharashtra,9,10
7823,0,1906089,27,14,single,rented,no,Computer hardware engineer,Nagpur,Maharashtra,5,13
7824,0,1650871,37,1,single,rented,no,Air traffic controller,Imphal,Manipur,1,11
7825,0,8856119,37,7,single,rented,yes,Architect,Adoni,Andhra Pradesh,6,14
7826,1,8036025,23,8,single,rented,no,Consultant,Shimla,Himachal Pradesh,4,14
7827,0,5531217,28,20,married,rented,no,Design Engineer,Meerut,Uttar Pradesh,13,13
7828,0,6696113,55,6,single,rented,yes,Web designer,Kalyan-Dombivli,Maharashtra,6,13
7829,0,7462582,72,12,single,rented,no,Chemical engineer,Belgaum,Karnataka,12,10
7830,0,9018523,54,18,single,rented,yes,Lawyer,Nadiad,Gujarat,5,13
7831,0,9493039,55,16,single,rented,no,Graphic Designer,Darbhanga,Bihar,13,11
7832,0,8996641,75,12,single,rented,no,Microbiologist,Patiala,Punjab,12,13
7833,0,3931749,64,5,single,rented,no,Technician,Darbhanga,Bihar,5,13
7834,0,9584354,66,17,single,rented,yes,Software Developer,Morena,Madhya Pradesh,12,13
7835,1,1977577,37,5,single,norent_noown,no,Geologist,Tiruvottiyur,Tamil Nadu,4,14
7836,0,3082162,34,18,single,norent_noown,no,Physician,Shimoga,Karnataka,3,10
7837,0,9644063,24,19,single,rented,no,Consultant,North Dumdum,West Bengal,9,14
7838,0,3497108,27,20,single,rented,no,Financial Analyst,Tiruppur,Tamil Nadu,10,13
7839,0,4028229,46,17,single,rented,no,Analyst,Kota[6],Rajasthan,5,12
7840,0,2175504,72,14,single,rented,no,Geologist,Mathura,Uttar Pradesh,11,11
7841,0,676370,69,11,single,rented,yes,Graphic Designer,Ambattur,Tamil Nadu,11,12
7842,0,8294556,72,17,single,owned,no,Flight attendant,Kolkata,West Bengal,13,13
7843,0,7178708,25,2,single,rented,yes,Technical writer,Chandrapur,Maharashtra,2,12
7844,1,7708426,42,14,single,rented,no,Industrial Engineer,Sirsa,Haryana,7,13
7845,0,3486697,27,0,single,rented,no,Drafter,Visakhapatnam[4],Andhra Pradesh,0,11
7846,0,7736891,30,12,single,rented,yes,Graphic Designer,Srikakulam,Andhra Pradesh,10,14
7847,0,4859415,23,13,single,rented,no,Geologist,Bhilwara,Rajasthan,10,13
7848,0,4759541,71,3,married,rented,yes,Hotel Manager,Vijayawada,Andhra Pradesh,3,14
7849,0,9043312,71,10,single,owned,no,Physician,Phagwara,Punjab,3,14
7850,0,6681037,56,15,single,rented,no,Chef,Bhilwara,Rajasthan,13,12
7851,0,2402835,47,5,single,rented,no,Chemical engineer,Navi Mumbai,Maharashtra,5,10
7852,0,9934332,76,7,single,rented,no,Engineer,North Dumdum,West Bengal,7,14
7853,1,4724398,78,6,single,owned,no,Statistician,Belgaum,Karnataka,3,11
7854,0,1198501,62,19,single,rented,no,Economist,Hapur,Uttar Pradesh,13,11
7855,0,2917765,47,9,single,rented,no,Technical writer,Ratlam,Madhya Pradesh,9,14
7856,0,7302729,70,14,single,rented,no,Aviator,Bongaigaon,Assam,11,11
7857,0,850446,38,5,single,rented,yes,Drafter,Nandyal,Andhra Pradesh,5,14
7858,0,3417203,53,15,single,rented,no,Statistician,Shahjahanpur,Uttar Pradesh,5,13
7859,1,6838409,26,17,single,rented,no,Mechanical engineer,Srikakulam,Andhra Pradesh,11,10
7860,0,3326008,72,9,single,rented,no,Engineer,Mumbai,Maharashtra,8,13
7861,0,4543268,32,17,single,rented,no,Flight attendant,Tenali,Andhra Pradesh,3,13
7862,0,3069692,47,19,single,norent_noown,no,Software Developer,Sultan Pur Majra,Delhi,5,11
7863,0,4201490,76,3,single,norent_noown,yes,Comedian,Danapur,Bihar,3,12
7864,0,7251288,68,9,single,rented,no,Lawyer,Kirari Suleman Nagar,Delhi,3,13
7865,0,7583437,74,13,single,owned,yes,Web designer,Etawah,Uttar Pradesh,9,13
7866,1,2890690,24,19,single,rented,yes,Civil servant,Pudukkottai,Tamil Nadu,13,13
7867,0,1803983,31,7,single,rented,no,Technical writer,Bardhaman,West Bengal,7,14
7868,0,5125951,56,10,single,rented,yes,Physician,Narasaraopet,Andhra Pradesh,7,13
7869,0,942803,69,19,single,rented,yes,Geologist,Nanded,Maharashtra,9,14
7870,0,6437103,56,3,married,rented,no,Surgeon,Kamarhati,West Bengal,3,12
7871,0,7053218,61,0,single,norent_noown,no,Surveyor,Uluberia,West Bengal,0,12
7872,0,5822214,26,12,single,rented,no,Technical writer,Sambhal,Uttar Pradesh,4,13
7873,0,1882143,45,19,single,rented,yes,Magistrate,Farrukhabad,Uttar Pradesh,4,14
7874,0,4847506,68,2,married,rented,no,Chemical engineer,Jorhat,Assam,2,10
7875,1,2436293,58,5,single,rented,no,Web designer,Bikaner,Rajasthan,5,14
7876,0,5112961,67,5,single,rented,no,Web designer,Jalna,Maharashtra,3,10
7877,0,255794,36,13,single,rented,no,Industrial Engineer,Indore,Madhya Pradesh,6,11
7878,0,2566021,39,17,married,rented,no,Artist,Thane,Maharashtra,3,10
7879,0,7563306,55,15,single,rented,no,Technician,Kollam,Kerala,12,12
7880,0,2531017,43,16,single,rented,no,Surgeon,Latur,Maharashtra,13,13
7881,0,8413167,60,14,single,rented,no,Chemical engineer,Maheshtala,West Bengal,10,12
7882,0,9807280,37,0,single,rented,no,Analyst,Naihati,West Bengal,0,13
7883,1,826681,78,4,married,rented,yes,Analyst,Ongole,Andhra Pradesh,4,14
7884,0,4032575,50,8,single,rented,no,Financial Analyst,Hindupur,Andhra Pradesh,8,11
7885,0,1598380,48,1,single,rented,yes,Computer hardware engineer,Jalandhar,Punjab,1,11
7886,0,6411525,25,4,single,rented,no,Designer,Rajahmundry[19][20],Andhra Pradesh,4,11
7887,0,1850597,55,12,single,norent_noown,no,Consultant,Nandyal,Andhra Pradesh,12,10
7888,0,884898,48,8,single,rented,yes,Artist,Bidar,Karnataka,8,10
7889,1,469529,49,7,single,rented,no,Mechanical engineer,Mumbai,Maharashtra,7,12
7890,1,3871972,26,10,single,rented,no,Engineer,Lucknow,Uttar Pradesh,10,10
7891,0,2810048,79,7,single,rented,no,Engineer,Hapur,Uttar Pradesh,7,13
7892,0,6558368,67,1,married,rented,no,Statistician,Pimpri-Chinchwad,Maharashtra,1,10
7893,0,5787175,22,2,single,rented,no,Technology specialist,Vadodara,Gujarat,2,14
7894,0,4568179,22,14,single,rented,no,Chef,Silchar,Assam,11,11
7895,0,6649334,59,12,married,rented,no,Fashion Designer,Surendranagar Dudhrej,Gujarat,11,11
7896,0,9379380,66,18,single,rented,no,Surveyor,Sikar,Rajasthan,5,11
7897,0,2745694,36,11,single,rented,no,Industrial Engineer,"Khora, Ghaziabad",Uttar Pradesh,9,13
7898,0,3150849,56,2,single,rented,no,Analyst,Hyderabad,Telangana,2,13
7899,0,3323452,76,18,single,rented,yes,Psychologist,Mehsana,Gujarat,14,13
7900,0,4707147,27,10,single,rented,no,Secretary,Raebareli,Uttar Pradesh,4,10
7901,1,5203541,30,17,single,rented,no,Physician,Sangli-Miraj & Kupwad,Maharashtra,8,13
7902,1,383685,58,4,single,rented,no,Lawyer,Panchkula,Haryana,4,10
7903,0,3142984,22,13,single,rented,no,Chef,Haridwar,Uttarakhand,10,12
7904,1,9899126,68,2,single,rented,no,Chef,Machilipatnam,Andhra Pradesh,2,12
7905,0,2968373,29,20,single,rented,no,Chartered Accountant,Purnia[26],Bihar,11,12
7906,0,1516293,32,20,single,rented,yes,Flight attendant,Tirupati[21][22],Andhra Pradesh,10,12
7907,0,2402518,34,7,single,rented,yes,Magistrate,Mango,Jharkhand,4,11
7908,0,3994234,72,18,single,rented,no,Surgeon,Thanjavur,Tamil Nadu,4,13
7909,0,8293146,53,1,married,rented,yes,Graphic Designer,Kanpur,Uttar Pradesh,1,10
7910,0,6700610,64,3,single,rented,yes,Consultant,Raiganj,West Bengal,3,11
7911,0,5943449,49,3,single,rented,no,Biomedical Engineer,Warangal[11][12],Telangana,3,11
7912,0,4771390,35,17,single,rented,no,Chemical engineer,Gandhidham,Gujarat,9,14
7913,0,7462954,29,2,single,rented,yes,Web designer,Munger,Bihar,2,11
7914,1,720174,25,7,single,rented,no,Computer operator,Latur,Maharashtra,7,14
7915,0,4205118,43,12,single,owned,no,Industrial Engineer,Panihati,West Bengal,4,14
7916,0,976533,48,2,single,rented,no,Statistician,Bardhaman,West Bengal,2,10
7917,0,990424,30,18,single,rented,no,Artist,Ozhukarai,Puducherry,13,10
7918,0,3168211,44,5,single,rented,no,Chemical engineer,Phusro,Jharkhand,5,14
7919,0,6425594,75,6,single,rented,no,Secretary,Madurai,Tamil Nadu,6,11
7920,0,9605668,25,17,single,rented,yes,Dentist,Bardhaman,West Bengal,8,14
7921,1,4388062,28,2,single,rented,no,Biomedical Engineer,Dindigul,Tamil Nadu,2,10
7922,0,6679057,21,5,single,rented,yes,Biomedical Engineer,Katni,Madhya Pradesh,5,13
7923,0,5346934,51,19,single,rented,no,Drafter,Bongaigaon,Assam,8,13
7924,0,4660756,78,0,single,rented,yes,Physician,Meerut,Uttar Pradesh,0,12
7925,0,6315861,25,11,single,rented,no,Surveyor,Kochi,Kerala,5,14
7926,0,423074,54,16,single,rented,no,Software Developer,Nizamabad,Telangana,14,11
7927,0,6768170,53,11,single,rented,no,Dentist,Jalgaon,Maharashtra,3,12
7928,0,3009196,65,9,single,rented,no,Physician,Bulandshahr,Uttar Pradesh,9,11
7929,0,3745099,27,10,single,rented,no,Analyst,Barasat,West Bengal,10,11
7930,0,5993219,79,17,single,rented,yes,Biomedical Engineer,Nagaon,Assam,4,12
7931,0,955441,79,19,single,rented,yes,Magistrate,Bhilwara,Rajasthan,13,12
7932,0,1746647,69,2,single,rented,yes,Secretary,Jabalpur,Madhya Pradesh,2,13
7933,0,5620082,58,14,single,rented,no,Politician,Akola,Maharashtra,9,11
7934,0,1975710,42,3,single,rented,yes,Politician,Singrauli,Madhya Pradesh,3,11
7935,0,5881185,47,4,single,rented,no,Microbiologist,Satara,Maharashtra,4,13
7936,0,7410201,57,8,single,rented,no,Microbiologist,Raipur,Chhattisgarh,5,12
7937,0,182363,28,14,single,rented,yes,Fashion Designer,Bhilwara,Rajasthan,13,12
7938,0,5643649,77,16,single,rented,yes,Surgeon,Noida,Uttar Pradesh,13,12
7939,0,853458,78,19,single,owned,no,Economist,Kanpur,Uttar Pradesh,12,12
7940,0,2968373,29,20,single,rented,no,Chartered Accountant,Purnia[26],Bihar,11,12
7941,0,6453233,68,13,single,rented,no,Drafter,Thiruvananthapuram,Kerala,13,14
7942,1,2211161,46,6,married,rented,yes,Politician,Eluru[25],Andhra Pradesh,6,11
7943,1,4531094,41,6,single,rented,no,Magistrate,Unnao,Uttar Pradesh,6,13
7944,0,6735205,26,17,married,rented,no,Surveyor,Tirunelveli,Tamil Nadu,5,13
7945,0,8644057,70,6,single,rented,no,Hotel Manager,Udupi,Karnataka,5,10
7946,0,6777059,76,8,single,rented,no,Surgeon,Gandhidham,Gujarat,8,11
7947,0,3290571,50,11,single,rented,no,Computer operator,Amaravati,Andhra Pradesh,5,11
7948,0,1268686,50,1,single,rented,yes,Software Developer,Panchkula,Haryana,1,13
7949,0,4508919,59,6,single,rented,yes,Artist,"Khora, Ghaziabad",Uttar Pradesh,6,14
7950,0,5449560,46,0,single,rented,no,Secretary,Jalna,Maharashtra,0,12
7951,0,157412,46,10,single,rented,no,Consultant,Bardhaman,West Bengal,6,13
7952,0,9181312,31,5,single,rented,no,Architect,Dhule,Maharashtra,5,13
7953,0,1537922,28,5,single,rented,no,Official,Guntur[13],Andhra Pradesh,5,12
7954,1,5462549,50,4,married,rented,no,Microbiologist,Bihar Sharif,Bihar,4,14
7955,0,974270,78,6,single,rented,no,Technology specialist,Tinsukia,Assam,6,14
7956,1,1178782,69,15,single,rented,no,Hotel Manager,Singrauli,Madhya Pradesh,5,13
7957,0,2764602,33,4,single,rented,no,Mechanical engineer,Bhind,Madhya Pradesh,4,11
7958,1,996748,64,3,single,rented,no,Chemical engineer,Dehri[30],Bihar,3,13
7959,1,8314069,31,17,single,rented,no,Computer operator,Gwalior,Madhya Pradesh,8,14
7960,0,3873393,21,7,single,rented,yes,Drafter,Lucknow,Uttar Pradesh,7,14
7961,0,1874355,26,11,single,rented,yes,Magistrate,Jehanabad[38],Bihar,11,10
7962,0,2397321,79,10,single,rented,yes,Psychologist,Dehri[30],Bihar,10,13
7963,0,516890,43,12,single,rented,no,Consultant,Asansol,West Bengal,10,14
7964,0,1713011,41,5,single,rented,no,Civil servant,Jamnagar,Gujarat,5,11
7965,0,2024262,62,3,single,rented,yes,Microbiologist,Pimpri-Chinchwad,Maharashtra,3,12
7966,0,1441816,30,5,single,rented,no,Official,Dharmavaram,Andhra Pradesh,5,12
7967,0,6851394,48,16,single,rented,no,Design Engineer,Phagwara,Punjab,10,14
7968,0,9787088,30,19,single,rented,no,Drafter,Medininagar,Jharkhand,8,14
7969,0,1117250,52,7,single,rented,no,Chemical engineer,Hapur,Uttar Pradesh,5,14
7970,0,1076578,56,18,single,rented,no,Design Engineer,Hazaribagh,Jharkhand,10,10
7971,0,8312895,35,12,single,rented,no,Psychologist,Bhagalpur,Bihar,11,14
7972,0,1609239,47,3,single,rented,no,Flight attendant,Tumkur,Karnataka,3,14
7973,1,6117194,23,9,single,rented,yes,Civil servant,Begusarai,Bihar,9,14
7974,0,2670187,23,8,single,rented,no,Politician,Nanded,Maharashtra,8,10
7975,0,4573041,44,13,single,rented,no,Architect,Surendranagar Dudhrej,Gujarat,5,10
7976,0,6010140,75,15,single,rented,yes,Fashion Designer,Jalandhar,Punjab,9,10
7977,0,7072319,70,3,single,rented,no,Biomedical Engineer,Suryapet,Telangana,3,11
7978,0,7110369,35,7,single,rented,yes,Computer hardware engineer,Mangalore,Karnataka,3,11
7979,0,5680109,47,20,single,rented,no,Statistician,Indore,Madhya Pradesh,5,14
7980,0,8940384,33,10,single,rented,no,Secretary,Thane,Maharashtra,6,12
7981,0,2576636,75,17,single,norent_noown,yes,Geologist,Gulbarga,Karnataka,11,14
7982,0,1424842,28,3,single,rented,yes,Scientist,Guntakal,Andhra Pradesh,3,11
7983,0,1871303,62,16,single,owned,no,Hotel Manager,Serampore,West Bengal,6,12
7984,0,9812254,35,15,single,norent_noown,no,Magistrate,Jorhat,Assam,8,11
7985,0,2345639,75,17,single,rented,no,Civil servant,Noida,Uttar Pradesh,10,10
7986,1,40007,39,19,single,rented,no,Chef,Hazaribagh,Jharkhand,12,13
7987,0,448137,27,0,single,rented,no,Civil servant,Ahmednagar,Maharashtra,0,10
7988,0,9775375,62,9,single,rented,no,Consultant,Sambalpur,Odisha,3,12
7989,0,9422148,43,16,single,rented,yes,Computer hardware engineer,Singrauli,Madhya Pradesh,12,12
7990,0,9658169,53,12,single,rented,no,Flight attendant,Uluberia,West Bengal,12,14
7991,0,4846957,75,2,single,rented,yes,Psychologist,Noida,Uttar Pradesh,2,10
7992,0,6884150,69,3,single,rented,no,Microbiologist,Kochi,Kerala,3,11
7993,0,7251288,68,9,single,rented,no,Lawyer,Kirari Suleman Nagar,Delhi,3,13
7994,0,9899664,45,5,single,rented,no,Software Developer,Bidhannagar,West Bengal,5,10
7995,0,7736891,30,12,single,rented,yes,Graphic Designer,Srikakulam,Andhra Pradesh,10,14
7996,1,1729774,28,6,married,rented,yes,Technical writer,Nadiad,Gujarat,5,10
7997,0,6907205,37,1,single,rented,no,Aviator,Bhopal,Madhya Pradesh,1,13
7998,0,2218088,35,9,single,rented,no,Lawyer,Phusro,Jharkhand,5,11
7999,0,1652794,67,0,single,rented,no,Analyst,Proddatur,Andhra Pradesh,0,13
8000,0,1684072,73,5,single,rented,no,Financial Analyst,New Delhi,Delhi,5,10
8001,0,5979967,54,4,single,rented,no,Surgeon,Bihar Sharif,Bihar,4,10
8002,0,9583974,35,12,single,rented,no,Flight attendant,Kishanganj[35],Bihar,12,12
8003,0,5965136,36,15,single,rented,no,Software Developer,Jamshedpur,Jharkhand,10,12
8004,0,8053436,42,8,single,rented,no,Chef,Mysore[7][8][9],Karnataka,8,11
8005,0,5898669,32,9,married,rented,no,Firefighter,Aligarh,Uttar Pradesh,6,13
8006,0,9685379,23,4,single,rented,no,Technical writer,Mumbai,Maharashtra,4,13
8007,0,2805199,78,14,married,rented,no,Architect,Karaikudi,Tamil Nadu,10,13
8008,0,2471915,73,18,single,rented,no,Chemical engineer,Purnia[26],Bihar,14,13
8009,0,710492,52,17,single,rented,no,Engineer,Hyderabad,Telangana,10,11
8010,0,30515,73,12,single,rented,no,Physician,Gandhidham,Gujarat,3,11
8011,0,5604484,51,14,single,rented,no,Geologist,Sikar,Rajasthan,4,13
8012,0,7453204,59,13,single,rented,no,Librarian,Sangli-Miraj & Kupwad,Maharashtra,8,10
8013,1,6602095,62,15,single,rented,no,Surveyor,Sri Ganganagar,Rajasthan,8,14
8014,0,8709947,50,19,single,rented,no,Psychologist,Bongaigaon,Assam,4,13
8015,0,2791693,72,19,single,rented,no,Financial Analyst,Muzaffarnagar,Uttar Pradesh,6,10
8016,0,409142,63,4,single,rented,yes,Civil servant,Jamalpur[36],Bihar,4,12
8017,0,9368198,79,17,single,rented,yes,Technician,Visakhapatnam[4],Andhra Pradesh,11,11
8018,0,7985654,49,5,single,rented,no,Web designer,Nandyal,Andhra Pradesh,5,14
8019,0,6011563,57,1,single,rented,yes,Librarian,Gandhinagar,Gujarat,1,13
8020,0,9967854,33,9,single,rented,no,Consultant,Jalna,Maharashtra,5,13
8021,0,8775036,71,14,single,rented,no,Magistrate,Sultan Pur Majra,Delhi,9,12
8022,0,704775,33,8,single,rented,no,Army officer,Saharanpur,Uttar Pradesh,4,14
8023,0,3711307,22,20,single,rented,yes,Economist,Ozhukarai,Puducherry,10,12
8024,0,384955,74,20,single,rented,no,Economist,Dharmavaram,Andhra Pradesh,9,13
8025,1,1996629,48,16,single,rented,no,Comedian,Farrukhabad,Uttar Pradesh,9,14
8026,0,7622856,59,5,single,owned,no,Lawyer,Thanjavur,Tamil Nadu,5,11
8027,1,5641705,23,6,single,rented,no,Design Engineer,Noida,Uttar Pradesh,6,11
8028,0,6907195,55,5,single,owned,no,Police officer,Dharmavaram,Andhra Pradesh,3,10
8029,0,2679981,29,12,single,rented,no,Statistician,Chinsurah,West Bengal,12,11
8030,1,8488559,61,17,single,rented,no,Software Developer,Tenali,Andhra Pradesh,13,10
8031,0,6173989,30,8,single,rented,no,Politician,Sasaram[30],Bihar,6,11
8032,0,6758152,71,10,single,rented,no,Secretary,Jamshedpur,Jharkhand,7,11
8033,0,2174359,60,18,single,owned,yes,Financial Analyst,Raipur,Chhattisgarh,11,10
8034,0,6677142,26,12,single,rented,no,Flight attendant,Vellore,Tamil Nadu,10,11
8035,0,3862781,40,10,single,rented,no,Secretary,Jalgaon,Maharashtra,5,12
8036,0,2436026,50,4,single,rented,yes,Lawyer,Karimnagar,Telangana,4,10
8037,0,6683083,69,1,married,rented,no,Psychologist,Purnia[26],Bihar,1,12
8038,0,64822,33,9,single,rented,yes,Computer operator,Katihar,Bihar,9,11
8039,0,8963739,50,5,single,rented,no,Lawyer,Aligarh,Uttar Pradesh,5,13
8040,0,452743,35,2,single,rented,yes,Official,Tadipatri,Andhra Pradesh,2,13
8041,0,8132252,72,7,single,rented,no,Mechanical engineer,Karaikudi,Tamil Nadu,6,13
8042,0,9602188,26,19,single,rented,yes,Analyst,Saharsa[29],Bihar,10,10
8043,0,6623565,42,16,single,rented,no,Biomedical Engineer,Bhind,Madhya Pradesh,5,13
8044,0,6751385,21,9,single,rented,no,Civil engineer,Uluberia,West Bengal,9,12
8045,0,6373332,40,1,single,rented,yes,Psychologist,Tiruppur,Tamil Nadu,1,12
8046,0,3842749,49,4,single,rented,yes,Hotel Manager,Gangtok,Sikkim,4,12
8047,0,1242126,69,18,single,rented,no,Petroleum Engineer,Tirunelveli,Tamil Nadu,13,12
8048,0,5002101,37,6,single,rented,yes,Biomedical Engineer,Shivpuri,Madhya Pradesh,6,14
